Unnamed: 0,CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Offline_Spend,Online_Spend,Month,Coupon_Code,Discount_pct,Online_Perc,Quartile,Sale
18704,12577.0,F,New Jersey,10.0,30142.0,2019-06-12,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3.0,79.0,6.0,Used,0.1,3000.0,2321.52,6,ELEC30,30.0,43.63,2_Q,237.0
18720,17189.0,F,New York,42.0,30223.0,2019-06-12,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,3000.0,2321.52,6,ELEC30,30.0,43.63,2_Q,119.0
18728,17496.0,F,Chicago,7.0,30246.0,2019-06-12,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,3000.0,2321.52,6,ELEC30,30.0,43.63,2_Q,119.0
18743,17857.0,M,Chicago,47.0,30847.0,2019-06-20,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,19.99,Used,0.1,3500.0,1019.59,6,ELEC30,30.0,22.56,1_Q,238.0
18746,18176.0,M,New York,19.0,30817.0,2019-06-20,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Not Used,0.1,3500.0,1019.59,6,ELEC30,30.0,22.56,1_Q,119.0
18751,15366.0,M,California,37.0,30840.0,2019-06-20,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,5.0,149.0,12.91,Clicked,0.1,3500.0,1019.59,6,ELEC30,30.0,22.56,1_Q,745.0
18754,16271.0,M,New York,24.0,30851.0,2019-06-20,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,19.99,Not Used,0.1,3500.0,1019.59,6,ELEC30,30.0,22.56,1_Q,119.0
18755,18223.0,M,Washington DC,44.0,30858.0,2019-06-20,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Not Used,0.1,3500.0,1019.59,6,ELEC30,30.0,22.56,1_Q,149.0
18774,15392.0,M,California,50.0,30930.0,2019-06-21,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,3.0,149.0,6.0,Used,0.1,3500.0,1473.98,6,ELEC30,30.0,29.63,2_Q,447.0
18775,15532.0,F,California,23.0,30873.0,2019-06-21,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,19.99,Used,0.1,3500.0,1473.98,6,ELEC30,30.0,29.63,2_Q,149.0
18791,16816.0,F,Chicago,31.0,30913.0,2019-06-21,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,149.0,6.0,Not Used,0.1,3500.0,1473.98,6,ELEC30,30.0,29.63,2_Q,149.0
18797,14334.0,M,California,41.0,30939.0,2019-06-21,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,79.0,6.0,Not Used,0.1,3500.0,1473.98,6,ELEC30,30.0,29.63,2_Q,79.0
18805,16945.0,F,Chicago,9.0,30974.0,2019-06-22,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,3500.0,2217.07,6,ELEC30,30.0,38.78,2_Q,119.0
18809,14643.0,F,Washington DC,4.0,30982.0,2019-06-22,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Used,0.1,3500.0,2217.07,6,ELEC30,30.0,38.78,2_Q,149.0
18812,14220.0,F,California,19.0,30994.0,2019-06-22,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,3500.0,2217.07,6,ELEC30,30.0,38.78,2_Q,119.0
18818,13874.0,F,California,39.0,31004.0,2019-06-22,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Clicked,0.1,3500.0,2217.07,6,ELEC30,30.0,38.78,2_Q,149.0
18845,12348.0,M,California,39.0,31050.0,2019-06-22,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Clicked,0.1,3500.0,2217.07,6,ELEC30,30.0,38.78,2_Q,238.0
18859,15570.0,F,New Jersey,34.0,31517.0,2019-06-29,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Clicked,0.1,1500.0,2652.13,6,ELEC30,30.0,63.87,3_Q,238.0
18869,15856.0,M,Chicago,4.0,31521.0,2019-06-29,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,149.0,6.0,Clicked,0.1,1500.0,2652.13,6,ELEC30,30.0,63.87,3_Q,149.0
18872,16885.0,M,New York,27.0,31545.0,2019-06-29,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Used,0.1,1500.0,2652.13,6,ELEC30,30.0,63.87,3_Q,238.0
18901,16470.0,F,New York,13.0,30415.0,2019-06-14,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,3000.0,1749.49,6,ELEC30,30.0,36.84,2_Q,119.0
18911,14414.0,F,New Jersey,7.0,30370.0,2019-06-14,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,79.0,6.0,Clicked,0.1,3000.0,1749.49,6,ELEC30,30.0,36.84,2_Q,158.0
18912,15563.0,F,Chicago,41.0,30382.0,2019-06-14,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Not Used,0.1,3000.0,1749.49,6,ELEC30,30.0,36.84,2_Q,119.0
18923,15394.0,F,New Jersey,38.0,30519.0,2019-06-16,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Not Used,0.1,3000.0,2009.36,6,ELEC30,30.0,40.11,2_Q,149.0
18933,14621.0,F,New Jersey,41.0,30542.0,2019-06-16,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,3000.0,2009.36,6,ELEC30,30.0,40.11,2_Q,119.0
18937,15379.0,F,California,10.0,30553.0,2019-06-16,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Used,0.1,3000.0,2009.36,6,ELEC30,30.0,40.11,2_Q,119.0
18962,14723.0,M,Chicago,4.0,31067.0,2019-06-23,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,3500.0,2283.08,6,ELEC30,30.0,39.48,2_Q,119.0
18973,14713.0,F,Chicago,42.0,31092.0,2019-06-23,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Used,0.1,3500.0,2283.08,6,ELEC30,30.0,39.48,2_Q,149.0
18981,14985.0,F,New York,4.0,31104.0,2019-06-23,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Clicked,0.1,3500.0,2283.08,6,ELEC30,30.0,39.48,2_Q,149.0
19013,14051.0,M,Chicago,6.0,29375.0,2019-06-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,500.0,320.25,6,ELEC30,30.0,39.04,2_Q,119.0
19018,13097.0,M,California,33.0,29379.0,2019-06-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Clicked,0.1,500.0,320.25,6,ELEC30,30.0,39.04,2_Q,149.0
19050,17913.0,F,New York,29.0,31618.0,2019-06-30,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,149.0,6.0,Used,0.1,1500.0,1070.66,6,ELEC30,30.0,41.65,2_Q,149.0
19054,12668.0,F,California,32.0,31644.0,2019-06-30,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Used,0.1,1500.0,1070.66,6,ELEC30,30.0,41.65,2_Q,149.0
19062,17213.0,M,Chicago,25.0,30685.0,2019-06-18,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,79.0,6.0,Clicked,0.1,3500.0,2289.42,6,ELEC30,30.0,39.54,2_Q,158.0
19064,17288.0,M,California,3.0,30646.0,2019-06-18,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Clicked,0.1,3500.0,2289.42,6,ELEC30,30.0,39.54,2_Q,149.0
19070,14709.0,M,New York,45.0,30652.0,2019-06-18,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Used,0.1,3500.0,2289.42,6,ELEC30,30.0,39.54,2_Q,119.0
19074,15157.0,F,New Jersey,43.0,30657.0,2019-06-18,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,149.0,6.0,Clicked,0.1,3500.0,2289.42,6,ELEC30,30.0,39.54,2_Q,149.0
19109,17404.0,F,New Jersey,11.0,31221.0,2019-06-26,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Used,0.1,1500.0,1478.19,6,ELEC30,30.0,49.63,2_Q,119.0
19112,12551.0,M,Chicago,41.0,31224.0,2019-06-26,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,79.0,6.0,Not Used,0.1,1500.0,1478.19,6,ELEC30,30.0,49.63,2_Q,79.0
19118,12782.0,F,Chicago,19.0,31235.0,2019-06-26,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,1500.0,1478.19,6,ELEC30,30.0,49.63,2_Q,119.0
19124,14769.0,F,Chicago,26.0,31254.0,2019-06-26,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Clicked,0.1,1500.0,1478.19,6,ELEC30,30.0,49.63,2_Q,238.0
19134,15780.0,M,California,19.0,31267.0,2019-06-26,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5.0,79.0,12.99,Used,0.1,1500.0,1478.19,6,ELEC30,30.0,49.63,2_Q,395.0
19163,17858.0,M,Chicago,34.0,29899.0,2019-06-08,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Used,0.1,3500.0,1598.46,6,ELEC30,30.0,31.35,2_Q,149.0
19180,14201.0,F,California,12.0,29896.0,2019-06-08,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,149.0,6.0,Not Used,0.1,3500.0,1598.46,6,ELEC30,30.0,31.35,2_Q,149.0
19182,17692.0,F,New Jersey,11.0,29903.0,2019-06-08,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,149.0,6.0,Used,0.1,3500.0,1598.46,6,ELEC30,30.0,31.35,2_Q,149.0
19196,15822.0,F,Chicago,4.0,29926.0,2019-06-08,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,149.0,6.0,Clicked,0.1,3500.0,1598.46,6,ELEC30,30.0,31.35,2_Q,298.0
19198,16134.0,F,New York,5.0,29936.0,2019-06-08,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,149.0,6.0,Clicked,0.1,3500.0,1598.46,6,ELEC30,30.0,31.35,2_Q,149.0
19205,15373.0,M,Washington DC,24.0,29525.0,2019-06-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,500.0,1230.43,6,ELEC30,30.0,71.11,3_Q,119.0
19217,14150.0,M,Chicago,48.0,29506.0,2019-06-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,79.0,6.0,Clicked,0.1,500.0,1230.43,6,ELEC30,30.0,71.11,3_Q,79.0
19221,13496.0,F,New York,21.0,29510.0,2019-06-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,79.0,6.0,Used,0.1,500.0,1230.43,6,ELEC30,30.0,71.11,3_Q,79.0
19226,13611.0,F,New York,5.0,29520.0,2019-06-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Not Used,0.1,500.0,1230.43,6,ELEC30,30.0,71.11,3_Q,119.0
19229,16954.0,F,California,6.0,29534.0,2019-06-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Used,0.1,500.0,1230.43,6,ELEC30,30.0,71.11,3_Q,238.0
19234,17062.0,M,Chicago,44.0,30490.0,2019-06-15,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,149.0,6.0,Clicked,0.1,3000.0,1919.84,6,ELEC30,30.0,39.02,2_Q,298.0
19236,14878.0,M,New York,12.0,30450.0,2019-06-15,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,79.0,6.0,Clicked,0.1,3000.0,1919.84,6,ELEC30,30.0,39.02,2_Q,79.0
19240,16743.0,F,California,9.0,30458.0,2019-06-15,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,19.99,Clicked,0.1,3000.0,1919.84,6,ELEC30,30.0,39.02,2_Q,119.0
19243,17146.0,M,California,5.0,30472.0,2019-06-15,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,79.0,6.0,Clicked,0.1,3000.0,1919.84,6,ELEC30,30.0,39.02,2_Q,79.0
19252,12395.0,F,New Jersey,10.0,31493.0,2019-06-28,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Not Used,0.1,1500.0,1709.84,6,ELEC30,30.0,53.27,3_Q,119.0
19263,15811.0,F,Chicago,27.0,31426.0,2019-06-28,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,79.0,19.99,Clicked,0.1,1500.0,1709.84,6,ELEC30,30.0,53.27,3_Q,79.0
19266,17865.0,M,Chicago,12.0,31472.0,2019-06-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.5,Used,0.1,1500.0,1709.84,6,ELEC30,30.0,53.27,3_Q,149.0
19269,12691.0,F,California,7.0,31432.0,2019-06-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,5.0,149.0,12.91,Clicked,0.1,1500.0,1709.84,6,ELEC30,30.0,53.27,3_Q,745.0
19270,13869.0,F,New Jersey,6.0,31437.0,2019-06-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,12.48,Used,0.1,1500.0,1709.84,6,ELEC30,30.0,53.27,3_Q,119.0
19278,14146.0,M,California,29.0,31460.0,2019-06-28,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Not Used,0.1,1500.0,1709.84,6,ELEC30,30.0,53.27,3_Q,149.0
19285,12705.0,F,New Jersey,45.0,31476.0,2019-06-28,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Not Used,0.1,1500.0,1709.84,6,ELEC30,30.0,53.27,3_Q,119.0
19339,17551.0,M,Chicago,32.0,29948.0,2019-06-09,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,149.0,6.0,Clicked,0.1,3500.0,2940.1,6,ELEC30,30.0,45.65,2_Q,149.0
19344,18050.0,F,California,48.0,29984.0,2019-06-09,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Used,0.1,3500.0,2940.1,6,ELEC30,30.0,45.65,2_Q,149.0
19346,14913.0,M,Washington DC,4.0,30013.0,2019-06-09,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Clicked,0.1,3500.0,2940.1,6,ELEC30,30.0,45.65,2_Q,238.0
19347,15641.0,F,Chicago,6.0,30016.0,2019-06-09,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,3500.0,2940.1,6,ELEC30,30.0,45.65,2_Q,119.0
19350,13124.0,M,New York,4.0,30023.0,2019-06-09,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Used,0.1,3500.0,2940.1,6,ELEC30,30.0,45.65,2_Q,238.0
19363,12867.0,M,Chicago,32.0,29420.0,2019-06-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Used,0.1,500.0,1622.46,6,ELEC30,30.0,76.44,4_Q,149.0
19376,13846.0,F,New Jersey,4.0,29409.0,2019-06-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3.0,149.0,19.99,Clicked,0.1,500.0,1622.46,6,ELEC30,30.0,76.44,4_Q,447.0
19377,14401.0,F,California,20.0,29460.0,2019-06-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,12.99,Not Used,0.1,500.0,1622.46,6,ELEC30,30.0,76.44,4_Q,149.0
19400,18116.0,F,Chicago,38.0,30617.0,2019-06-17,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,79.0,6.0,Used,0.1,3000.0,2743.71,6,ELEC30,30.0,47.77,2_Q,158.0
19408,17790.0,F,Washington DC,34.0,31206.0,2019-06-25,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,1500.0,956.13,6,ELEC30,30.0,38.93,2_Q,119.0
19409,12370.0,F,New York,21.0,31179.0,2019-06-25,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Used,0.1,1500.0,956.13,6,ELEC30,30.0,38.93,2_Q,238.0
19422,13627.0,F,Chicago,49.0,31183.0,2019-06-25,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Clicked,0.1,1500.0,956.13,6,ELEC30,30.0,38.93,2_Q,238.0
19429,17454.0,M,New Jersey,15.0,29538.0,2019-06-04,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,12.99,Clicked,0.1,3500.0,2553.18,6,ELEC30,30.0,42.18,2_Q,238.0
19479,15456.0,M,California,28.0,30065.0,2019-06-11,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,3000.0,1428.32,6,ELEC30,30.0,32.25,2_Q,119.0
19486,15062.0,F,California,22.0,30078.0,2019-06-11,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,12.99,Clicked,0.1,3000.0,1428.32,6,ELEC30,30.0,32.25,2_Q,119.0
19505,17980.0,M,New York,47.0,30122.0,2019-06-11,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,0.1,3000.0,1428.32,6,ELEC30,30.0,32.25,2_Q,119.0
19518,15224.0,F,Chicago,28.0,30799.0,2019-06-19,GGOEGFKQ020799,Google Doodle Decal,Office,1.0,2.99,6.0,Used,0.1,3500.0,2617.14,6,OFF30,30.0,42.78,2_Q,2.99
19521,17188.0,M,Chicago,8.0,30697.0,2019-06-19,GGOEGOLC013299,Spiral Notebook and Pen Set,Office,20.0,5.99,19.99,Clicked,0.1,3500.0,2617.14,6,OFF30,30.0,42.78,2_Q,119.80000000000001
19571,15246.0,F,California,2.0,30299.0,2019-06-13,GGOEGOCC017599,Recycled Paper Journal Set,Office,7.0,3.19,20.22,Clicked,0.1,3000.0,1084.43,6,OFF30,30.0,26.55,2_Q,22.33
19573,15482.0,F,New York,18.0,30303.0,2019-06-13,GGOEYFKQ020699,YouTube Custom Decals,Office,3.0,1.59,6.0,Used,0.1,3000.0,1084.43,6,OFF30,30.0,26.55,2_Q,4.7700000000000005
19650,15512.0,F,California,42.0,29735.0,2019-06-06,GGOEGOLC014299,Google Metallic Notebook Set,Office,3.0,4.79,6.5,Used,0.1,3500.0,1126.87,6,OFF30,30.0,24.35,1_Q,14.370000000000001
19653,14898.0,F,California,25.0,30212.0,2019-06-12,GGOEYFKQ020699,YouTube Custom Decals,Office,20.0,1.59,6.5,Clicked,0.1,3000.0,2321.52,6,OFF30,30.0,43.63,2_Q,31.8
19693,17580.0,M,Chicago,30.0,30807.0,2019-06-20,GGOEGOLC013299,Spiral Notebook and Pen Set,Office,14.0,4.79,58.49,Used,0.1,3500.0,1019.59,6,OFF30,30.0,22.56,1_Q,67.06
19755,12931.0,F,New York,44.0,31595.0,2019-06-29,GGOEGFKQ020799,Google Doodle Decal,Office,1.0,2.39,6.0,Used,0.1,1500.0,2652.13,6,OFF30,30.0,63.87,3_Q,2.39
19945,12797.0,M,California,34.0,29407.0,2019-06-02,GGOEGGOA017399,Maze Pen,Office,1.0,0.99,6.0,Used,0.1,500.0,1622.46,6,OFF30,30.0,76.44,4_Q,0.99
20026,12928.0,F,Chicago,21.0,30089.0,2019-06-11,GGOEGGOA017399,Maze Pen,Office,5.0,0.79,6.0,Clicked,0.1,3000.0,1428.32,6,OFF30,30.0,32.25,2_Q,3.95
20295,17888.0,M,New York,37.0,31383.0,2019-06-27,GGOEGAAB010515,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,4.0,13.59,12.48,Clicked,0.18,1500.0,649.14,6,SALE30,30.0,30.2,2_Q,54.36
20443,18230.0,F,California,36.0,30206.0,2019-06-12,GGOEAAAB081013,Android Men's Outerstellar Short Sleeve Tee Black,Apparel,1.0,15.99,6.0,Used,0.18,3000.0,2321.52,6,SALE30,30.0,43.63,2_Q,15.99
20487,17044.0,F,Washington DC,29.0,30201.0,2019-06-12,GGOEGAER029713,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1.0,18.99,6.0,Not Used,0.18,3000.0,2321.52,6,SALE30,30.0,43.63,2_Q,18.99
20490,13829.0,F,New York,38.0,30202.0,2019-06-12,GGOEGAAQ010414,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,16.99,6.0,Used,0.18,3000.0,2321.52,6,SALE30,30.0,43.63,2_Q,16.99
20491,17633.0,F,Chicago,17.0,30206.0,2019-06-12,GGOEGAAC035013,Google Men's Bayside Graphic Tee,Apparel,1.0,15.99,6.0,Used,0.18,3000.0,2321.52,6,SALE30,30.0,43.63,2_Q,15.99
20492,13266.0,F,Washington DC,12.0,30215.0,2019-06-12,GGOEGAAJ073017,Google Men's Performance Hero Tee Gunmetal,Apparel,3.0,15.39,12.99,Clicked,0.18,3000.0,2321.52,6,SALE30,30.0,43.63,2_Q,46.17
20493,17820.0,F,Chicago,35.0,30215.0,2019-06-12,GGOEGALQ034215,Google Women's Vintage Hero Tee White,Apparel,6.0,18.99,12.99,Used,0.18,3000.0,2321.52,6,SALE30,30.0,43.63,2_Q,113.94
20533,18269.0,M,Chicago,25.0,30814.0,2019-06-20,GGOEGAER035513,Google Men's Vintage Tank,Apparel,1.0,14.69,6.0,Clicked,0.18,3500.0,1019.59,6,SALE30,30.0,22.56,1_Q,14.69
20534,17655.0,F,New York,2.0,30846.0,2019-06-20,GGOEAAAP081213,Android Men's Take Charge Short Sleeve Tee Purple,Apparel,1.0,11.19,6.0,Not Used,0.18,3500.0,1019.59,6,SALE30,30.0,22.56,1_Q,11.19
20536,18065.0,F,Chicago,47.0,30848.0,2019-06-20,GGOEAAAP081217,Android Men's Take Charge Short Sleeve Tee Purple,Apparel,1.0,11.19,12.99,Not Used,0.18,3500.0,1019.59,6,SALE30,30.0,22.56,1_Q,11.19
20537,13209.0,F,California,18.0,30808.0,2019-06-20,GGOEYAYR068624,YouTube Youth Short Sleeve Tee Red,Apparel,1.0,15.19,19.99,Used,0.18,3500.0,1019.59,6,SALE30,30.0,22.56,1_Q,15.19
20539,14639.0,M,Chicago,46.0,30808.0,2019-06-20,GGOEGAYH067956,Google Youth Girl Tee Green,Apparel,1.0,15.19,19.99,Clicked,0.18,3500.0,1019.59,6,SALE30,30.0,22.56,1_Q,15.19
20540,15777.0,F,Chicago,24.0,30814.0,2019-06-20,GGOEGAAB058914,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,1.0,15.39,6.0,Clicked,0.18,3500.0,1019.59,6,SALE30,30.0,22.56,1_Q,15.39
20541,18075.0,F,New York,12.0,30872.0,2019-06-20,GGOEGAXJ065529,Google Toddler Short Sleeve T-shirt Grey,Apparel,1.0,9.51,6.0,Clicked,0.18,3500.0,1019.59,6,SALE30,30.0,22.56,1_Q,9.51
20546,14777.0,M,Chicago,40.0,30808.0,2019-06-20,GGOEGAXR065128,Google Toddler Short Sleeve Tee Red,Apparel,1.0,13.59,19.99,Clicked,0.18,3500.0,1019.59,6,SALE30,30.0,22.56,1_Q,13.59
20548,15759.0,M,Washington DC,26.0,30808.0,2019-06-20,GGOEGAYQ069056,Google Youth Short Sleeve Tee White,Apparel,1.0,15.19,19.99,Clicked,0.18,3500.0,1019.59,6,SALE30,30.0,22.56,1_Q,15.19
20552,14373.0,F,Chicago,40.0,30815.0,2019-06-20,GGOEGADC059516,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Apparel,1.0,52.49,6.0,Used,0.18,3500.0,1019.59,6,SALE30,30.0,22.56,1_Q,52.49
20856,16746.0,M,New York,16.0,30400.0,2019-06-14,GGOEGAAQ033917,Google Men's Vintage Badge Tee White,Apparel,1.0,10.63,6.0,Clicked,0.18,3000.0,1749.49,6,SALE30,30.0,36.84,2_Q,10.63
21000,16499.0,F,Chicago,31.0,29394.0,2019-06-01,GGOEGALJ072917,Google Women's Performance Hero Tee Gunmetal,Apparel,1.0,12.31,6.0,Clicked,0.18,500.0,320.25,6,SALE30,30.0,39.04,2_Q,12.31
21421,15535.0,F,Chicago,24.0,30003.0,2019-06-09,GGOEYAFB073114,YouTube Men's Fleece Hoodie Black,Apparel,1.0,44.79,6.0,Clicked,0.18,3500.0,2940.1,6,SALE30,30.0,45.65,2_Q,44.79
21459,12666.0,M,California,13.0,30014.0,2019-06-09,GGOEYAAJ032513,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,18.99,6.0,Used,0.18,3500.0,2940.1,6,SALE30,30.0,45.65,2_Q,18.99
21704,16996.0,F,New York,13.0,30339.0,2019-06-13,GGOEGBFC018799,Electronics Accessory Pouch,Bags,1.0,4.99,6.0,Used,0.18,3000.0,1084.43,6,AIO30,30.0,26.55,2_Q,4.99
